Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Duration_Minutes
2,2016-06-22 09:26:11,2016-06-22 10:11:11,38.094425,-120.944992,0.0,Linden,CA,80.1,29.93,10.0,4.6,0.0,Clear,45.0
2,2016-06-22 09:47:26,2016-06-22 10:17:26,37.359665,-121.995987,0.0,Santa Clara,CA,70.0,30.0,10.0,6.9,0.0,Clear,30.0
3,2016-06-22 10:03:15,2016-06-22 10:33:15,37.986759,-122.31488,0.0,San Pablo,CA,72.0,29.92,10.0,12.7,0.0,Clear,30.0
3,2016-06-22 10:04:15,2016-06-22 10:34:15,37.997124,-122.286018,0.0,Pinole,CA,72.0,29.92,10.0,12.7,0.0,Clear,30.0
2,2016-06-22 10:08:16,2016-06-22 10:38:16,37.488846,-122.212852,0.0,Redwood City,CA,66.2,30.01,10.0,10.4,0.0,Partly Cloudy,30.0
2,2016-06-22 10:11:14,2016-06-22 10:56:14,38.578747,-121.307381,0.0,Rancho Cordova,CA,73.4,29.93,10.0,5.8,0.0,Clear,45.0
3,2016-06-22 10:21:08,2016-06-22 10:51:08,37.598789,-122.060852,0.0,Union City,CA,61.0,30.05,10.0,12.7,0.0,Partly Cloudy,30.0
2,2016-06-22 10:18:36,2016-06-22 10:48:36,38.005135,-122.037445,0.0,Concord,CA,72.0,29.92,10.0,12.7,0.0,Clear,30.0
3,2016-06-22 10:14:58,2016-06-22 10:44:58,37.701225,-121.92247,0.0,Dublin,CA,70.0,29.97,10.0,6.9,0.0,Clear,30.0
3,2016-06-22 10:17:01,2016-06-22 11:02:01,38.686363,-121.33287,0.0,Sacramento,CA,75.2,29.94,7.0,9.2,0.0,Clear,45.0
2,2016-06-22 10:26:47,2016-06-22 10:56:47,37.506924,-122.341293,0.0,Redwood City,CA,66.2,30.02,10.0,13.8,0.0,Partly Cloudy,30.0
2,2016-06-22 10:22:06,2016-06-22 10:52:06,36.666836,-121.684853,0.0,Salinas,CA,64.0,30.04,8.0,6.9,0.0,Clear,30.0
3,2016-06-22 10:33:41,2016-06-22 11:03:41,37.798454,-122.274803,0.0,Oakland,CA,61.0,30.03,10.0,6.9,0.0,Mostly Cloudy,30.0
3,2016-06-22 10:49:43,2016-06-22 11:19:43,38.522472,-121.521584,0.0,Sacramento,CA,77.0,29.93,10.0,6.9,0.0,Clear,30.0
2,2016-06-22 11:00:11,2016-06-22 11:30:11,38.069008,-122.53876499999998,0.0,Novato,CA,69.8,29.98,10.0,8.1,0.0,Clear,30.0
2,2016-06-22 11:02:15,2016-06-22 11:32:15,38.149895,-122.451241,0.0,Petaluma,CA,68.0,30.0,9.0,6.9,0.0,Clear,30.0
3,2016-06-22 10:53:26,2016-06-22 11:23:26,37.910786,-122.31713899999998,0.0,Richmond,CA,75.0,29.92,10.0,16.1,0.0,Clear,30.0
2,2016-06-22 10:54:18,2016-06-22 11:24:18,37.861332,-122.210243,0.0,Orinda,CA,75.0,29.92,10.0,16.1,0.0,Clear,30.0
2,2016-06-22 10:58:22,2016-06-22 11:28:22,36.992775,-121.957268,0.0,Soquel,CA,66.9,30.03,10.0,4.6,0.0,Clear,30.0
2,2016-06-22 10:57:43,2016-06-22 11:27:43,36.609657,-121.898407,0.0,Monterey,CA,57.9,30.1,8.0,10.4,0.0,Scattered Clouds,30.0
3,2016-06-22 10:52:25,2016-06-22 11:22:25,37.700855,-121.81778,0.0,Livermore,CA,75.0,29.97,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 10:57:10,2016-06-22 11:27:10,36.676228,-121.701744,0.0,Salinas,CA,63.0,30.05,9.0,15.0,0.0,Clear,30.0
3,2016-06-22 11:04:27,2016-06-22 11:34:27,38.100746,-122.229858,0.0,Vallejo,CA,69.1,29.95,10.0,13.8,0.0,Clear,30.0
3,2016-06-22 11:05:21,2016-06-22 11:35:21,37.495384,-121.923294,0.0,Fremont,CA,66.9,30.03,10.0,9.2,0.0,Clear,30.0
3,2016-06-22 11:03:22,2016-06-22 11:33:22,37.434715,-121.888161,0.0,Milpitas,CA,72.0,30.01,10.0,6.9,0.0,Clear,30.0
3,2016-06-22 11:11:09,2016-06-22 11:41:09,37.588905,-121.870926,0.0,Sunol,CA,75.0,29.97,10.0,10.4,0.0,Clear,30.0
3,2016-06-22 11:21:36,2016-06-22 11:51:36,38.022526,-122.262299,0.0,Hercules,CA,75.0,29.92,10.0,16.1,0.0,Clear,30.0
3,2016-06-22 11:19:53,2016-06-22 11:49:53,37.740906,-122.196472,0.0,Oakland,CA,62.1,30.03,10.0,8.1,0.0,Scattered Clouds,30.0
3,2016-06-22 11:18:40,2016-06-22 11:48:40,38.02545900000001,-122.112236,0.0,Martinez,CA,75.0,29.92,10.0,16.1,0.0,Clear,30.0
3,2016-06-22 11:24:04,2016-06-22 11:54:04,37.605614,-121.872658,0.0,Sunol,CA,78.1,29.97,10.0,9.2,0.0,Clear,30.0
2,2016-06-22 11:13:07,2016-06-22 11:43:07,36.624298,-121.841774,0.0,Seaside,CA,57.9,30.06,8.0,11.5,0.0,Overcast,30.0
2,2016-06-22 11:23:11,2016-06-22 11:53:11,37.318287,-121.831551,0.0,San Jose,CA,77.0,30.02,10.0,16.1,0.0,Clear,30.0
2,2016-06-22 11:19:52,2016-06-22 12:04:52,38.510151,-121.459702,0.0,Sacramento,CA,77.0,29.93,10.0,6.9,0.0,Clear,45.0
3,2016-06-22 11:17:24,2016-06-22 12:02:24,38.644184,-121.38831299999998,0.0,Sacramento,CA,80.6,29.94,8.0,8.1,0.0,Clear,45.0
2,2016-06-22 11:24:03,2016-06-22 12:09:03,38.559532,-121.373085,0.0,Sacramento,CA,82.4,29.93,10.0,5.8,0.0,Clear,45.0
3,2016-06-22 11:26:59,2016-06-22 11:56:59,37.74055900000001,-121.58578500000002,0.0,Tracy,CA,78.1,29.97,10.0,9.2,0.0,Clear,30.0
3,2016-06-22 11:45:37,2016-06-22 12:15:37,37.997124,-122.286018,0.0,Pinole,CA,78.1,29.92,10.0,17.3,0.0,Clear,30.0
2,2016-06-22 11:40:37,2016-06-22 12:10:37,37.337513,-122.059784,0.0,Cupertino,CA,69.1,30.03,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 12:09:08,2016-06-22 12:39:08,37.276817,-122.007233,0.0,Saratoga,CA,72.0,30.01,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 12:04:35,2016-06-22 12:49:35,38.494873,-121.45028700000002,0.0,Sacramento,CA,81.0,29.93,10.0,5.8,0.0,Clear,45.0
2,2016-06-22 12:03:52,2016-06-22 12:48:52,38.409306,-121.35331,0.0,Elk Grove,CA,81.0,29.93,10.0,5.8,0.0,Clear,45.0
3,2016-06-22 12:24:23,2016-06-22 12:54:23,37.89658,-122.071281,0.0,Walnut Creek,CA,81.0,29.91,10.0,15.0,0.0,Clear,30.0
2,2016-06-22 12:22:52,2016-06-22 13:07:52,37.955479,-121.324814,0.0,Stockton,CA,88.0,29.93,10.0,11.5,0.0,Clear,45.0
3,2016-06-22 12:42:09,2016-06-22 13:12:09,38.022526,-122.262299,0.0,Hercules,CA,81.0,29.91,10.0,15.0,0.0,Clear,30.0
3,2016-06-22 12:29:21,2016-06-22 12:59:21,37.687485,-122.133484,0.0,San Leandro,CA,64.0,30.05,10.0,11.5,0.0,Clear,30.0
3,2016-06-22 12:41:12,2016-06-22 13:11:12,37.334255,-122.032471,0.0,Cupertino,CA,69.1,30.03,10.0,11.5,0.0,Clear,30.0
2,2016-06-22 12:31:22,2016-06-22 13:01:22,37.381866,-121.963829,0.0,Santa Clara,CA,73.9,30.0,10.0,11.5,0.0,Clear,30.0
2,2016-06-22 12:46:58,2016-06-22 13:16:58,37.704407,-122.394241,0.0,Brisbane,CA,63.0,30.03,10.0,21.9,0.0,Partly Cloudy,30.0
3,2016-06-22 12:43:29,2016-06-22 13:13:29,38.169338,-122.199928,0.0,American Canyon,CA,73.9,29.94,10.0,15.0,0.0,Clear,30.0
3,2016-06-22 12:56:27,2016-06-22 13:26:27,37.795124,-122.266594,0.0,Oakland,CA,64.9,30.02,10.0,11.5,0.0,Partly Cloudy,30.0
2,2016-06-22 12:53:01,2016-06-22 13:23:01,37.276817,-122.007233,0.0,Saratoga,CA,73.9,30.0,10.0,11.5,0.0,Clear,30.0
3,2016-06-22 13:05:41,2016-06-22 13:35:41,37.756107,-122.392464,0.0,San Francisco,CA,64.9,30.02,10.0,11.5,0.0,Partly Cloudy,30.0
3,2016-06-22 13:05:08,2016-06-22 13:35:08,37.793484,-122.263992,0.0,Oakland,CA,64.9,30.02,10.0,11.5,0.0,Partly Cloudy,30.0
2,2016-06-22 13:18:24,2016-06-22 13:48:24,37.877388,-122.184158,0.0,Orinda,CA,81.0,29.91,10.0,15.0,0.0,Clear,30.0
2,2016-06-22 13:19:25,2016-06-22 14:04:25,38.478897,-121.421066,0.0,Sacramento,CA,84.0,29.92,10.0,8.1,0.0,Clear,45.0
2,2016-06-22 13:42:52,2016-06-22 14:12:52,37.54932,-122.292496,0.0,San Mateo,CA,71.6,30.0,10.0,12.7,0.0,Partly Cloudy,30.0
2,2016-06-22 13:42:22,2016-06-22 14:27:22,38.588772,-121.404259,0.0,Sacramento,CA,89.6,29.91,9.0,3.5,0.0,Clear,45.0
3,2016-06-22 13:54:49,2016-06-22 14:24:49,37.76329000000001,-122.216171,0.0,Oakland,CA,64.9,30.02,10.0,9.2,0.0,Partly Cloudy,30.0
2,2016-06-22 13:53:36,2016-06-22 14:23:36,37.994179,-122.074287,0.0,Martinez,CA,82.9,29.9,10.0,13.8,0.0,Clear,30.0
3,2016-06-22 14:00:36,2016-06-22 14:47:00,38.641266,-121.473755,0.0,Sacramento,CA,89.6,29.91,9.0,7.0,0.0,Clear,46.4
3,2016-06-22 14:00:36,2016-06-22 14:45:36,38.631653,-121.397972,0.0,Sacramento,CA,89.6,29.91,9.0,7.0,0.0,Clear,45.0
3,2016-06-22 14:04:35,2016-06-22 14:34:35,37.560719,-122.035637,0.0,Newark,CA,69.8,30.0,10.0,18.4,0.0,Clear,30.0
2,2016-06-22 14:04:29,2016-06-22 14:49:29,38.343533,-121.335594,0.0,Wilton,CA,89.6,29.9,10.0,9.2,0.0,Clear,45.0
3,2016-06-22 14:16:51,2016-06-22 15:01:51,38.546047,-121.509056,0.0,Sacramento,CA,87.1,29.9,10.0,5.8,0.0,Clear,45.0
2,2016-06-22 14:31:14,2016-06-22 15:01:14,38.026489,-121.960167,0.0,Pittsburg,CA,84.0,29.89,10.0,12.7,0.0,Clear,30.0
2,2016-06-22 14:29:28,2016-06-22 15:17:00,39.202377,-121.062012,0.0,Grass Valley,CA,84.2,30.06,10.0,6.9,0.0,Clear,47.53333333333333
2,2016-06-22 14:40:35,2016-06-22 15:10:35,36.988647,-121.982933,0.0,Santa Cruz,CA,71.1,30.0,10.0,9.2,0.0,Clear,30.0
2,2016-06-22 14:50:47,2016-06-22 15:20:47,37.539642,-121.923859,0.0,Fremont,CA,70.0,30.01,10.0,12.7,0.0,Clear,30.0
2,2016-06-22 14:52:35,2016-06-22 15:37:35,38.116135,-121.395554,0.0,Lodi,CA,95.0,29.9,10.0,11.5,0.0,Clear,45.0
2,2016-06-22 14:56:21,2016-06-22 15:26:21,38.23616,-122.461472,0.0,Sonoma,CA,75.2,29.99,10.0,11.5,0.0,Clear,30.0
2,2016-06-22 15:22:39,2016-06-22 15:52:39,38.676525,-121.359612,0.0,Sacramento,CA,93.2,29.89,10.0,8.1,0.0,Clear,30.0
3,2016-06-22 15:36:39,2016-06-22 16:06:39,37.784885,-122.39267,0.0,San Francisco,CA,66.0,30.01,10.0,13.8,0.0,Partly Cloudy,30.0
3,2016-06-22 15:37:17,2016-06-22 16:07:17,37.351471,-121.91433700000002,0.0,San Jose,CA,75.0,29.98,10.0,13.8,0.0,Clear,30.0
2,2016-06-22 15:54:24,2016-06-22 16:24:24,38.937412,-121.095352,0.0,Auburn,CA,91.4,29.97,10.0,5.8,0.0,Clear,30.0
3,2016-06-22 15:55:13,2016-06-22 16:25:13,38.772587,-121.253479,0.0,Roseville,CA,93.2,29.88,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 15:55:51,2016-06-22 16:25:51,39.300751,-121.029884,0.0,Nevada City,CA,84.2,30.05,10.0,5.8,0.0,Clear,30.0
3,2016-06-22 16:30:45,2016-06-22 17:00:45,37.410072,-121.879219,0.0,Milpitas,CA,73.0,29.98,10.0,16.1,0.0,Clear,30.0
2,2016-06-22 16:45:30,2016-06-22 17:15:30,38.675251,-121.352432,0.0,Sacramento,CA,93.2,29.87,10.0,11.5,0.0,Clear,30.0
2,2016-06-22 16:50:46,2016-06-22 17:20:46,38.667656,-121.33844,0.0,Sacramento,CA,93.2,29.87,9.0,10.4,0.0,Clear,30.0
2,2016-06-22 16:44:48,2016-06-22 17:14:48,38.678547,-121.235008,0.0,Orangevale,CA,93.2,29.87,10.0,11.5,0.0,Clear,30.0
2,2016-06-22 16:44:23,2016-06-22 17:14:23,39.143547,-121.061333,0.0,Grass Valley,CA,86.0,30.05,10.0,4.6,0.0,Clear,30.0
3,2016-06-22 17:47:35,2016-06-22 18:32:35,38.552616,-121.69381,0.0,Davis,CA,89.6,29.85,10.0,8.1,0.0,Clear,45.0
2,2016-06-22 17:44:46,2016-06-22 18:29:46,37.570854,-122.032478,0.0,Fremont,CA,63.0,30.02,10.0,9.2,0.0,Clear,45.0
3,2016-06-22 17:56:42,2016-06-22 18:41:42,38.945255,-121.046089,0.0,Auburn,CA,91.4,29.95,10.0,6.9,0.0,Clear,45.0
2,2016-06-22 18:06:34,2016-06-22 18:51:34,38.929756,-121.08866100000002,0.0,Auburn,CA,91.4,29.95,10.0,8.1,0.0,Clear,45.0
3,2016-06-22 18:13:45,2016-06-22 18:43:45,37.31652800000001,-121.911858,0.0,San Jose,CA,72.0,29.98,10.0,11.5,0.0,Clear,30.0
3,2016-06-22 18:26:43,2016-06-22 18:56:43,37.315025,-121.909073,0.0,San Jose,CA,71.1,29.99,10.0,9.2,0.0,Clear,30.0
3,2016-06-22 18:45:07,2016-06-22 19:15:07,37.830669,-122.293343,0.0,Emeryville,CA,63.0,30.0,10.0,11.5,0.0,Partly Cloudy,30.0
3,2016-06-22 18:54:05,2016-06-22 19:24:05,37.641117,-122.406021,0.0,South San Francisco,CA,62.1,30.0,10.0,12.7,0.0,Partly Cloudy,30.0
3,2016-06-22 18:52:35,2016-06-22 19:22:35,37.693237,-122.052116,0.0,Castro Valley,CA,64.0,30.03,10.0,12.7,0.0,Clear,30.0
3,2016-06-22 19:02:49,2016-06-22 19:32:49,37.852394,-122.029083,0.0,Alamo,CA,75.9,29.88,10.0,16.1,0.0,Clear,30.0
2,2016-06-22 18:53:20,2016-06-22 19:38:20,38.373032,-121.358482,0.0,Elk Grove,CA,84.0,29.85,10.0,9.2,0.0,Clear,45.0
3,2016-06-22 19:21:16,2016-06-22 19:51:16,38.64341,-121.434265,0.0,Sacramento,CA,86.0,29.86,9.0,10.4,0.0,Clear,30.0
3,2016-06-22 19:27:10,2016-06-22 20:12:10,38.537041,-121.739067,0.0,Davis,CA,84.2,29.85,10.0,10.4,0.0,Clear,45.0
3,2016-06-22 19:25:00,2016-06-22 20:10:00,38.559505,-121.467201,0.0,Sacramento,CA,78.1,29.86,10.0,8.1,0.0,Clear,45.0
3,2016-06-22 19:38:29,2016-06-22 20:23:29,38.546028,-121.509315,0.0,Sacramento,CA,78.1,29.86,10.0,8.1,0.0,Clear,45.0
3,2016-06-22 19:39:03,2016-06-22 20:24:03,38.942398,-121.09426100000002,0.0,Auburn,CA,87.8,29.95,10.0,8.1,0.0,Clear,45.0
3,2016-06-22 19:50:32,2016-06-22 20:35:32,38.618366,-121.529411,0.0,Sacramento,CA,82.4,29.87,9.0,12.7,0.0,Clear,45.0
3,2016-06-22 19:49:43,2016-06-22 20:34:43,37.779552,-121.314514,0.0,Lathrop,CA,81.0,29.88,10.0,16.1,0.0,Clear,45.0
3,2016-06-22 19:52:44,2016-06-22 20:37:44,37.851658,-121.282875,0.0,Lathrop,CA,81.0,29.88,10.0,16.1,0.0,Clear,45.0
3,2016-06-22 19:58:19,2016-06-22 20:43:19,38.64315,-121.434677,0.0,Sacramento,CA,82.4,29.87,9.0,12.7,0.0,Clear,45.0
2,2016-06-22 20:07:30,2016-06-22 20:52:30,38.658169,-120.969086,0.0,Cameron Park,CA,75.2,30.03,10.0,6.9,0.0,Clear,45.0
2,2016-06-22 20:20:55,2016-06-22 21:05:55,37.638012,-121.324409,0.0,Tracy,CA,81.0,29.88,10.0,16.1,0.0,Clear,45.0
3,2016-06-22 20:42:15,2016-06-22 21:12:15,37.31638,-121.951538,0.0,San Jose,CA,64.0,30.0,10.0,6.9,0.0,Clear,30.0
3,2016-06-22 20:51:12,2016-06-22 21:36:12,38.767025,-121.253128,0.0,Roseville,CA,77.0,29.88,9.0,15.0,0.0,Clear,45.0
2,2016-06-22 21:10:41,2016-06-22 22:25:41,39.233013,-121.03894,0.0,Grass Valley,CA,75.2,30.04,10.0,7.0,0.0,Clear,75.0
2,2016-06-22 21:44:20,2016-06-22 22:59:20,38.651775,-121.382942,0.0,North Highlands,CA,75.2,29.89,10.0,11.5,0.0,Clear,75.0
3,2016-06-22 22:01:43,2016-06-22 22:31:43,37.634174,-122.414825,0.0,San Bruno,CA,57.0,30.02,10.0,12.7,0.0,Partly Cloudy,30.0
3,2016-06-22 22:02:42,2016-06-22 22:32:42,37.581238,-122.049042,0.0,Fremont,CA,59.0,30.05,10.0,8.1,0.0,Clear,30.0
2,2016-06-22 22:08:03,2016-06-22 23:23:03,38.601833,-121.382904,0.0,Sacramento,CA,71.6,29.91,10.0,9.2,0.0,Clear,75.0
2,2016-06-22 22:23:58,2016-06-22 22:53:58,38.236176,-122.461472,0.0,Sonoma,CA,53.6,30.01,7.0,7.0,0.0,Mostly Cloudy,30.0
3,2016-06-22 22:22:53,2016-06-22 22:52:53,37.785542,-122.39138,0.0,San Francisco,CA,59.0,30.01,10.0,12.7,0.0,Partly Cloudy,30.0
2,2016-06-22 22:34:05,2016-06-22 23:04:05,37.62746,-120.99706299999998,0.0,Modesto,CA,78.1,29.91,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 22:42:15,2016-06-22 23:42:15,38.761791,-120.915413,0.0,Placerville,CA,69.8,30.05,10.0,9.2,0.0,Clear,60.0
3,2016-06-22 23:26:28,2016-06-22 23:56:28,38.229401,-122.116844,0.0,Fairfield,CA,55.9,29.96,10.0,9.2,0.0,Light Rain,30.0
3,2016-06-22 23:28:00,2016-06-22 23:58:00,37.327499,-121.878082,0.0,San Jose,CA,59.0,30.03,10.0,3.5,0.0,Clear,30.0
1,2016-06-22 23:54:48,2016-06-23 00:39:48,37.750488,-121.379982,0.0,Tracy,CA,66.0,29.94,10.0,6.9,0.0,Clear,45.0
2,2016-06-23 00:12:46,2016-06-23 00:42:46,37.37682,-121.941536,0.0,San Jose,CA,59.0,30.03,10.0,5.8,0.0,Clear,30.0
3,2016-06-23 01:32:38,2016-06-23 02:32:38,37.38965200000001,-122.163582,0.0,Los Altos,CA,55.9,30.05,10.0,3.5,0.0,Clear,60.0
2,2016-06-23 01:32:06,2016-06-23 02:32:06,37.70306,-122.07856,0.0,Castro Valley,CA,57.0,30.04,10.0,10.4,0.0,Scattered Clouds,60.0
3,2016-06-23 01:37:25,2016-06-23 02:37:25,37.323593,-121.940826,0.0,San Jose,CA,57.9,30.04,10.0,4.6,0.0,Clear,60.0
3,2016-06-23 02:30:30,2016-06-23 03:30:30,37.690514,-121.918709,0.0,Pleasanton,CA,55.0,30.01,10.0,10.4,0.0,Clear,60.0
3,2016-06-23 02:22:17,2016-06-23 03:22:17,37.656654,-121.901588,0.0,Pleasanton,CA,55.9,30.01,10.0,12.7,0.0,Clear,60.0
3,2016-06-23 02:48:04,2016-06-23 03:48:04,37.753693,-122.151398,0.0,Oakland,CA,55.9,30.04,10.0,8.1,0.0,Overcast,60.0
3,2016-06-23 03:04:28,2016-06-23 04:04:28,38.227737,-122.120537,0.0,Fairfield,CA,54.0,29.98,10.0,5.8,0.0,Light Rain,60.0
2,2016-06-23 03:33:33,2016-06-23 04:33:33,37.769375,-122.405533,0.0,San Francisco,CA,54.0,30.04,10.0,11.5,0.0,Partly Cloudy,60.0
2,2016-06-23 03:34:59,2016-06-23 04:34:59,37.696819,-122.071869,0.0,Castro Valley,CA,57.0,30.06,10.0,9.2,0.0,Mostly Cloudy,60.0
3,2016-06-23 06:12:18,2016-06-23 06:54:00,37.8745,-122.306038,0.0,Berkeley,CA,55.9,30.06,10.0,4.6,0.0,Mostly Cloudy,41.7
2,2016-06-23 06:42:10,2016-06-23 07:34:18,37.752502,-122.403008,0.0,San Francisco,CA,57.9,30.07,10.0,7.0,0.0,Scattered Clouds,52.13333333333333
2,2016-06-23 07:26:37,2016-06-23 07:56:37,37.7883,-121.300407,0.0,Lathrop,CA,68.0,30.02,10.0,4.6,0.0,Clear,30.0
2,2016-06-23 07:10:03,2016-06-23 07:55:03,38.860706,-121.300247,0.0,Lincoln,CA,64.4,29.98,10.0,10.4,0.0,Clear,45.0
2,2016-06-23 07:12:38,2016-06-23 07:57:38,37.86365900000001,-121.218956,0.0,Stockton,CA,62.1,30.0,10.0,4.6,0.0,Clear,45.0
3,2016-06-23 08:42:50,2016-06-23 09:28:33,37.54723,-122.37265,0.0,Burlingame,CA,59.0,30.08,10.0,16.1,0.0,Partly Cloudy,45.71666666666667
3,2016-06-23 08:48:31,2016-06-23 09:18:31,37.33442700000001,-121.936485,0.0,San Jose,CA,64.0,30.08,10.0,3.5,0.0,Clear,30.0
2,2016-06-23 09:00:24,2016-06-23 09:30:24,36.950603,-121.523094,0.0,Gilroy,CA,64.4,30.09,9.0,3.5,0.0,Clear,30.0
2,2016-06-23 08:59:12,2016-06-23 09:44:12,38.660831,-121.337288,0.0,Sacramento,CA,68.0,30.03,10.0,10.4,0.0,Clear,45.0
3,2016-06-23 09:29:19,2016-06-23 09:59:19,38.222748,-122.12883,0.0,Fairfield,CA,66.0,30.04,10.0,6.9,0.0,Clear,30.0
3,2016-06-23 09:20:26,2016-06-23 09:50:26,37.343258,-121.846283,0.0,San Jose,CA,66.2,30.1,10.0,7.0,0.0,Clear,30.0
3,2016-06-23 09:22:33,2016-06-23 10:37:33,37.777836,-121.317451,0.0,Lathrop,CA,72.0,30.02,10.0,7.0,0.0,Clear,75.0
2,2016-06-23 09:28:40,2016-06-23 10:43:40,38.722092,-121.22583799999998,0.0,Roseville,CA,71.6,30.03,9.0,8.1,0.0,Clear,75.0
2,2016-06-23 09:38:38,2016-06-23 10:08:38,38.246796,-122.627808,0.0,Petaluma,CA,64.4,30.09,9.0,5.8,0.0,Clear,30.0
3,2016-06-23 09:36:50,2016-06-23 10:21:50,38.661053,-121.359779,0.0,Sacramento,CA,71.6,30.03,9.0,8.1,0.0,Clear,45.0
2,2016-06-23 09:30:59,2016-06-23 10:45:59,37.813274,-121.034325,0.0,Escalon,CA,79.0,30.01,10.0,8.1,0.0,Clear,75.0
3,2016-06-23 09:57:56,2016-06-23 10:27:56,37.731277,-122.435219,0.0,San Francisco,CA,61.0,30.08,10.0,19.6,0.0,Partly Cloudy,30.0
3,2016-06-23 09:50:39,2016-06-23 10:20:39,37.315239,-121.914902,0.0,San Jose,CA,68.0,30.08,10.0,7.0,0.0,Clear,30.0
3,2016-06-23 09:52:09,2016-06-23 10:22:09,37.328579,-121.871277,0.0,San Jose,CA,68.0,30.08,10.0,7.0,0.0,Clear,30.0
2,2016-06-23 10:01:11,2016-06-23 10:31:11,37.882004,-121.641479,0.0,Byron,CA,71.1,30.05,10.0,9.2,0.0,Clear,30.0
2,2016-06-23 09:55:31,2016-06-23 10:40:31,38.835583,-121.168533,0.0,Penryn,CA,78.8,30.06,10.0,5.8,0.0,Clear,45.0
2,2016-06-23 10:14:53,2016-06-23 10:44:53,37.933201,-122.046196,0.0,Walnut Creek,CA,75.0,30.0,10.0,8.1,0.0,Clear,30.0
3,2016-06-23 10:17:23,2016-06-23 10:47:23,37.657974,-121.902954,0.0,Pleasanton,CA,71.1,30.05,10.0,9.2,0.0,Clear,30.0
3,2016-06-23 10:19:30,2016-06-23 10:49:30,38.562939,-121.641922,0.0,Davis,CA,75.2,30.03,10.0,4.6,0.0,Clear,30.0
2,2016-06-23 10:31:07,2016-06-23 11:01:07,38.022778,-121.965698,0.0,Pittsburg,CA,78.1,30.01,10.0,9.2,0.0,Clear,30.0
3,2016-06-23 10:22:09,2016-06-23 10:52:09,37.656654,-121.901588,0.0,Pleasanton,CA,71.1,30.05,10.0,9.2,0.0,Clear,30.0
2,2016-06-23 10:31:51,2016-06-23 11:46:51,38.690273,-121.392136,0.0,North Highlands,CA,77.0,30.03,8.0,5.8,0.0,Clear,75.0
2,2016-06-23 10:32:51,2016-06-23 11:47:51,38.68111,-121.333244,0.0,Citrus Heights,CA,77.0,30.03,8.0,5.8,0.0,Clear,75.0
2,2016-06-23 10:31:12,2016-06-23 11:01:12,38.653061,-121.070541,0.0,El Dorado Hills,CA,77.0,30.02,10.0,3.5,0.0,Clear,30.0
